ToolID	type	stackSize	price	EN	FR	DE	ES	BR	CN	JP	RU
meanfishB	fish	100	50	Meanfish (Bronze){desc}This fish has a reputation for being very mean.	Poisson-boucher (bronze){desc}Ce poisson a la réputation d'être particulièrement méchant.	Fiesfisch (Bronze){desc}Dieser Fisch soll angeblich sehr fies sein.	Pez malote (bronce){desc}Este pez tiene fama de ser bastante malote.	Peixemau (Bronze){desc}Este peixe é conhecido por ser muito mau.	刻薄鱼（青铜）{desc}这条鱼的刻薄众所周知。	イジワルギョ（ブロンズ）{desc}このサカナは本当にいじわるらしい。	Стервядь (бронзовая){desc}У этой рыбы очень скверная репутация.
meanfishS	fish	100	100	Meanfish (Silver){desc}This fish has a reputation for being very mean.	Poisson-boucher (argent){desc}Ce poisson a la réputation d'être particulièrement méchant.	Fiesfisch (Silber){desc}Dieser Fisch soll angeblich sehr fies sein.	Pez malote (plata){desc}Este pez tiene fama de ser bastante malote.	Peixemau{ (Prata)desc}Este peixe é conhecido por ser muito mau.	刻薄鱼（白银）{desc}这条鱼的刻薄众所周知。	イジワルギョ（シルバー）{desc}このサカナは本当にいじわるらしい。	Стервядь (серебряная){desc}У этой рыбы очень скверная репутация.
meanfishG	fish	100	150	Meanfish (Gold){desc}This fish has a reputation for being very mean.	Poisson-boucher (or){desc}Ce poisson a la réputation d'être particulièrement méchant.	Fiesfisch (Gold){desc}Dieser Fisch soll angeblich sehr fies sein.	Pez malote (oro){desc}Este pez tiene fama de ser bastante malote.	Peixemau (Ouro){desc}Este peixe é conhecido por ser muito mau.	刻薄鱼（黄金）{desc}这条鱼的刻薄众所周知。	イジワルギョ（ゴールド）{desc}このサカナは本当にいじわるらしい。	Стервядь (золотая){desc}У этой рыбы очень скверная репутация.
meanfishM	fish	100	200	Meanfish (Moonstone){desc}This fish has a reputation for being very mean.	Poisson-boucher (pierre de lune){desc}Ce poisson a la réputation d'être particulièrement méchant.	Fiesfisch (Mondstein){desc}Dieser Fisch soll angeblich sehr fies sein.	Pez malote (piedra lunar){desc}Este pez tiene fama de ser bastante malote.	Peixemau (Selenita){desc}Este peixe é conhecido por ser muito mau.	刻薄鱼（月石）{desc}这条鱼的刻薄众所周知。	イジワルギョ（ムーンストーン) {desc}このサカナは本当にいじわるらしい。	Стервядь (лунная){desc}У этой рыбы очень скверная репутация.
voidfishB	fish	100	50	Voidfish (Bronze){desc}This fish has the ability to teleport small distances. Nobody knows how.	Poisson-néant (bronze){desc}Ce poisson possède la faculté de se téléporter sur de courtes distances. On ignore comment il fait.	Leerefisch (Bronze){desc}Dieser Fisch besitzt die Fähigkeit, sich über kleine Entfernungen zu teleportieren. Niemand weiß, wie er das macht.	Pez de fase (bronce){desc}Este pez tiene la habilidad de teletransportarse a cortas distancias. Nadie sabe cómo lo hace.	Peixetchau (Bronze){desc}Este peixe consegue se teletransportar por curtas distâncias, mas ninguém sabe como.	真空鱼（青铜）{desc}这条鱼有短距离传送的能力。没人知道它怎么办到的。	クウギョ（ブロンズ）{desc}このサカナには近距離をテレポートする力がある。方法はだれも知らない。	Пустосельдь (бронзовая){desc}Способна телепортироваться на небольшие расстояния. Никто не знает как.
voidfishS	fish	100	100	Voidfish (Silver){desc}This fish has the ability to teleport small distances. Nobody knows how.	Poisson-néant (argent){desc}Ce poisson possède la faculté de se téléporter sur de courtes distances. On ignore comment il fait.	Leerefisch (Silber){desc}Dieser Fisch besitzt die Fähigkeit, sich über kleine Entfernungen zu teleportieren. Niemand weiß, wie er das macht.	Pez de fase (plata){desc}Este pez tiene la habilidad de teletransportarse a cortas distancias. Nadie sabe cómo lo hace.	Peixetchau (Prata){desc}Este peixe consegue se teletransportar por curtas distâncias, mas ninguém sabe como.	真空鱼（白银）{desc}这条鱼有短距离传送的能力。没人知道它怎么办到的。	クウギョ（シルバー）{desc}このサカナには近距離をテレポートする力がある。方法はだれも知らない。	Пустосельдь (серебряная){desc}Способна телепортироваться на небольшие расстояния. Никто не знает как.
voidfishG	fish	100	150	Voidfish (Gold){desc}This fish has the ability to teleport small distances. Nobody knows how.	Poisson-néant (or){desc}Ce poisson possède la faculté de se téléporter sur de courtes distances. On ignore comment il fait.	Leerefisch (Gold){desc}Dieser Fisch besitzt die Fähigkeit, sich über kleine Entfernungen zu teleportieren. Niemand weiß, wie er das macht.	Pez de fase (oro){desc}Este pez tiene la habilidad de teletransportarse a cortas distancias. Nadie sabe cómo lo hace.	Peixetchau (Ouro){desc}Este peixe consegue se teletransportar por curtas distâncias, mas ninguém sabe como.	真空鱼（黄金）{desc}这条鱼有短距离传送的能力。没人知道它怎么办到的。	クウギョ（ゴールド）{desc}このサカナには近距離をテレポートする力がある。方法はだれも知らない。	Пустосельдь (золотая){desc}Способна телепортироваться на небольшие расстояния. Никто не знает как.
voidfishM	fish	100	200	Voidfish (Moonstone){desc}This fish has the ability to teleport small distances. Nobody knows how.	Poisson-néant (pierre de lune){desc}Ce poisson possède la faculté de se téléporter sur de courtes distances. On ignore comment il fait.	Leerefisch (Mondstein){desc}Dieser Fisch besitzt die Fähigkeit, sich über kleine Entfernungen zu teleportieren. Niemand weiß, wie er das macht.	Pez de fase (piedra lunar){desc}Este pez tiene la habilidad de teletransportarse a cortas distancias. Nadie sabe cómo lo hace.	Peixetchau (Selenita){desc}Este peixe consegue se teletransportar por curtas distâncias, mas ninguém sabe como.	真空鱼（月石）{desc}这条鱼有短距离传送的能力。没人知道它怎么办到的。	クウギョ（ムーンストーン) {desc}このサカナには近距離をテレポートする力がある。方法はだれも知らない。	Пустосельдь (лунная){desc}Способна телепортироваться на небольшие расстояния. Никто не знает как.
											
											
lureRare	fishingLure	100		Rare Fish Lure{desc}Only rare fish will bite. (Sisyphish, Jewelfish, Spinefish, Lightning Eel, Tigerfish, Meanfish)	Hameçon pour poissons rares{desc}Seuls les poissons rares mordront (Poissisyphe, Cichlidé-joyau, Poisson-hérisson, Anguille électrique, Poisson-tigre, Poisson-boucher).	Köder für seltene Fische{desc}Nur seltene Fische beißen an. (Sisyfisch, Juwelenfisch, Dornenfisch, Zitteraal, Tigerfisch, Fiesfisch)	Cebo inusual{desc}Solo picarán peces inusuales: Sisipez, Pez joya, Pez espinoso, Anguila eléctrica, Pez tigre, Pez malote.	Isca de Peixe Raro{desc}Atrai apenas peixes raros (Sísifeixe, Peixe Joia, Peixe-Espinho, Enguia Elétrica, Peixe-Tigre, Peixemau).	稀有鱼饵{desc}只有稀有鱼类会咬钩。（西西弗鱼、宝石鱼、刺鱼、闪电鳗鱼、虎鱼、刻薄鱼）	レアフィッシュルアー{desc}レアなサカナだけが食いつく（シーシュポギョ、ホウセキザカナ、トゲザカナ、カミナリウナギ、トラザカナ、イジワルギョ）。	Редкая приманка{desc}Клюют только редкие рыбы. (Сизифорель, Сокровищука, Йоршъ, Электроугорь, Тигрокунь, Стервядь)
lureMythical	fishingLure	100		Mythical Fish Lure{desc}Only mythical fish will bite. (Bunnyfish, Moonfish, Blobfish, Sparkstar, Cinderfish, Voidfish)	Hameçon pour poissons mythiques{desc}Seuls les poissons mythiques mordront (Poisson-lapin, Poisson-lune, Blobfish, Électrastre, Poisson-cendre, Poisson-néant).	Köder für mythische Fische{desc}Nur mythische Fische beißen an. (Hasenfisch, Mondfisch, Leerenfisch)	Cebo legendario{desc}Solo picarán peces legendarios: Pez conejo, Pez luna, Pez borrón, Estrella chispeante, Pez ceniza, Pez de fase.	Isca de Peixe Mítico{desc}Atrai apenas peixes místicos (Peixe-Coelho, Peixe-Lua, Peixe-Bolha, Estrela-Faísca, Peixe-Brasa, Peixetchau).	神秘鱼饵{desc}只有神秘鱼类会咬钩。（兔鱼、月鱼、水滴鱼、星火鱼、炉灰鱼、真空鱼）	伝説フィッシュルアー{desc}伝説的なサカナだけが食いつく（ウサギザカナ、ツキザカナ、ポッチャリギョ、ヒバナボシ、ハイカブリギョ、クウギョ）。	Мифическая приманка{desc}Клюют только мифические рыбы. (Кролещ, Искрозвезда, Рыба-месяц, Толстобобик, Искрохвостик, Пустосельдь)
											
lureBigHook	fishingLure	100	10	Big Hook{desc}Increase fishing target size.	Gros hameçon{desc}Augmente la taille du réticule de pêche.	Großer Haken{desc}Vergrößert die Zielhilfe beim Angeln.	Anzuelo grande{desc}Aumenta el tamaño de los peces que puedes pescar.	Anzol Grande{desc}Aumenta o tamanho do alvo de pesca.	大钩子{desc}扩大垂钓目标范围。	大きな釣り針{desc}釣りの狙いのサイズが大きくなる。	Большой крючок{desc}Увеличивает размер цели при ловле.
lureDrowzy	fishingLure	100	10	Drowzy Dangler{desc}Slows fish down.	Hameçon de torpeur{desc}Ralentit les poissons.	Träger Baumler{desc}Macht Fische langsamer.	Anzuelo aletargado{desc}Ralentiza a los peces.	Isca Sonolenta{desc}Deixa o peixe mais lento.	催眠垂钩{desc}减慢鱼的速度。	ネムネムルアー{desc}サカナの動きを遅くする。	Сонная приманка{desc}Замедляет рыбу.
lureSwiftHook	fishingLure	100	10	Swift Hook{desc}Makes fishing target move faster.	Hameçon de vélocité{desc}Augmente la vitesse de déplacement du réticule de pêche.	Flinker Haken{desc}Erhöht das Tempo der Zielhilfe.	Anzuelo rápido{desc}Aumenta tu velocidad para a seguirle el ritmo a los peces.	Anzol Veloz{desc}Faz o alvo de pesca se mover mais rápido.	迅捷钩{desc}使垂钓目标范围移动更快。	速さの釣り針{desc}釣りの狙いの動きが速くなる。	Быстрый крючок{desc}Ускоряет движение цели при ловле.
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
